手間,非常,1.4
広い,暗い,0.4
十分,飲食店,0.4
共同,夕食,0.4
すごい,感動,0.4
サポートセンター,成田空港,1.7999999999999998
不安,入口,0.4
最適,満点,0.4
スケジュール,快適,0.4
トースト,機会,0.4
他,紅茶,1
ラッキー,嬉しい,0.4
ベッド,回答,0.4
場所,手,1
窓,食事,0.8
従業員,料金,1
ない,様子,3
隣,飲み物,0.4
前回,移動,0.4
大変,調整,0.4
地元,気持ち良い,1
パソコン,定食,0.4
かわり,焼き,1
ない,我慢,1.4
検討,機会,0.4
客室,接客,4
よい,厳しい,0.4
手頃,掃除,0.8
チェックイン,天井,0.4
枕,申し分,1
予約,荷物,1.4
会社,対応,0.4
スタッフ,高級,0.4
浅草,観光,1
他,平気,1
従業員,空,1
書き込み,覚悟,1
不明,従業員,1.4
コンセント,ドライヤー,3.4
アクセス,ラーメン,0.4
大きい,静か,0.8
おかげ,地下,0.4
トイレ,椅子,1.4
用意,露天風呂,0.4
ない,欲しい,1.7999999999999998
うれしい,静か,0.4
備品,大きい,1
アメニティー,フロント,2
水,高層,0.4
一泊,添い寝,0.4
ルーム,可能,0.4
案内,配慮,1.4
値段,得,8.8
嫌,思い,1
シャトルバス,玄関,1
玄関,綺麗,1
笑顔,設置,0.8
カード,悪い,2
立地,若い,0.4
ペンション,対応,1.4
シンプル,残念,0.4
札幌,温泉,0.4
温泉,風情,1.2
有名,清潔,1
壁,時代,0.4
ビジネスホテル,駅,1.4
キー,感心,0.4
やすい,シンプル,1
家,静か,1
壁,裏,1
弱い,無い,1
中途半端,充実,0.4
最悪,食事,1
イベント,設備,0.4
高い,１つ,0.4
サウナ,不思議,1
利用者,外,1
一つ,些細なこと,2
友人,地下,1
不安,安心,1
カーテン,清掃,1.4
なかった,展望,1
エレベーター,電話,0.4
姿,明らか,1
予約,加湿器,1
上,階,3
悪い,質,1
周り,夜遅く,1
天井,清掃,0.4
改装,明るい,0.4
価格,電話,0.4
ない,ルーム,2.4000000000000004
広い,徒歩圏内,0.4
嫌,期待,0.4
レストラン,金額,1
空調,設備,1
印象,残念,1.4
よい,紅茶,0.8
恐縮,笑顔,1
プレゼント,安心,1
他,印象,0.4
お茶,トータル,0.4
ありがたい,アメニティ,0.8
中心,和食,1
鍵,難しい,1
宿,駐車場,0.4
気,立地,3.8000000000000016
朝食,配慮,0.8
体,女性,0.4
何度も,朝食,1.4
感じ,確認,1.4
スーパーホテル,値段,1.4
感じ,質,0.4
お願い,やすい,0.4
クリーニング,タオル,1
便利,早い,1.4
狭い,音,0.4
カビ,送迎,0.4
先,狭い,0.8
別,洗濯機,0.4
到着,和食,1
お気に入り,価格,0.4
紹介,風呂,0.4
お茶,大人,0.8
エレベーター,駐車場,1
周辺,評判,1
タクシー,必要,1
ホスピタリティ,意味,1.4
アメニティ,香り,3
フロント,一泊,0.4
思い,立地,0.4
子供,階,0.4
GOOD,飲食店,1
交換,確認,1.4
地デジ,悪い,0.4
機能,温かい,1
アメニティ,ティー,1
いい,気分,1
感動,自体,1
エレベーター,立地,1.4
シャンプー,香り,2
雪,雰囲気,1
安い,購入,1.4
おいしい,設備,0.4
丁寧,負担,0.4
和洋,暑い,0.4
フロント,夜遅く,1.4
価格,残念,3.600000000000001
下,好感,0.4
便利,目的,1
十分,駐車場,1.4
キッチン,映り,0.4
別々,営業,0.4
不便,繁華街,0.4
ありがたい,直ぐ,0.4
帰り,準備,1
スタッフ,若い,1.4
シーツ,ルーム,1.4
よい,地図,0.4
パソコン,原因,2
快適,空,0.4
満足,空調,0.4
お湯,期待,0.4
ありがたい,送迎,1.4
大変,態度,0.4
立地,頭,0.4
和食,普通,0.4
厳しい,種類,1
皆さん,設備,1
ルーム,外,0.8
和室,薄い,0.4
ラッキー,特別,1
新しい,立地,1.7999999999999998
よい,リニューアル,0.4
噂,送迎,0.4
施設,高い,0.4
あと,携帯,2
コストパフォーマンス,機能,0.4
施設,清掃,1.4
PC,素敵,0.4
カード,多い,0.4
いくら,冷蔵庫,1
不満,付近,1
リーズナブル,割,1
和風,浴衣,0.4
リラックス,状態,1
感じ,男女,0.8
予約,総合,0.4
無い,発行,0.8
タブ,外,0.4
ネット,フロント,1
味,大浴場,0.4
値段,通常,0.4
埃,汚い,0.4
好感,寒い,1.4
十分,宿泊客,0.4
会席,和食,2.4
料理,素晴らしい,4.800000000000001
デスク,鏡,3.4000000000000004
数,皆様,0.4
到着,好感,0.4
ドライヤー,バイキング,0.4
ティー,紅茶,2.4000000000000004
広い,空,0.4
浴衣,申し分,1
多い,福岡,0.4
照明,管理,0.4
バス,幅,1.4
コストパフォーマンス,割,0.4
よい,泊,5.800000000000001
大きい,必要,1
ポット,照明,0.4
ウォシュレット,設備,2
温泉,貸し切り,2
男女,風呂,3.6000000000000005
ゴミ,皆さん,0.8
和風,心配,1
早め,観光,1.4
静か,駐車場,1
地元,臭い,0.4
印象,女性,1.4
ドア,薄い,2.4
数種類,１つ,1
気持ちよい,香り,1
浴場,満足,1
快適,携帯,0.4
プラン,連絡,2.2
予定,掃除,1
清潔感,魅力的,1
申し分,高い,1.4
十分,団体,1.4
ホスピタリティ,多い,1.4
広い,得,1.2
サービス,ズボンプレッサー,0.4
会場,目的,0.4
マット,足,1
土地,用意,0.4
ジャム,気持ちよい,0.4
女性,安心,2
不安,窓,0.4
人達,寂しい,1
リーズナブル,自分,0.4
カーテン,目線,0.4
朝食,通り,0.4
カップル,心配,1
ルーム,悪い,2.4
次,満足,1.7999999999999998
トータル,金沢駅,1
不愉快,理由,0.4
改札,評価,1
夕食,駐車場,0.8
掲示,熟睡,0.4
床,書き込み,0.4
ビックリ,手頃,1
グッズ,対応,0.4
パソコン,喫煙,0.8
楽しい,露天風呂,3.4000000000000004
十分,多い,2.2
おいしい,車,1.2
入り口,入室,0.4
お湯,最高,1.4
メニュー,無料,1.4
照明,衣類,0.4
満足,表示,0.4
おいしい,リラックス,2
二つ,布団,1
体,音,0.4
外,温かい,0.8
照明,空気清浄機,0.4
内装,素敵,1
適量,食事,1
暑い,苦手,1
一言,風呂,0.4
メニュー,美味しい,1.7999999999999998
予定,気持ち,1
感じ,集中,0.4
コンビニ,便利,28.199999999999996
従業員,感激,1
徒歩,車,1
出口,新幹線,1
楽,立地,1
カード,改装,1
お世話になりました,スタッフ,0.8
おすすめ,コストパフォーマンス,1
横,駅前,0.8
チェックアウト,旅館,0.4
友人,思い出,1
いかが,対応,2
有り難い,浴槽,1
値段,女性,0.8
味,美味しい,5.6000000000000005
