id410,id926,1
id662,id732,1
id310,id185,1
id693,id54,1
id91,id759,10
id287,id647,1
id20,id510,1
id133,id154,1
id893,id739,1
id595,id416,1
id369,id61,1
id40,id580,2
id672,id399,1
id887,id470,2
id1109,id516,1
id581,id613,1
id1103,id897,1
id937,id891,1
id812,id174,1
id242,id355,2
id258,id571,1
id59,id191,1
id58,id591,1
id1018,id554,1
id730,id304,1
id218,id834,1
id440,id913,1
id169,id1046,1
id1075,id744,1
id410,id560,1
id488,id893,2
id568,id248,1
id893,id889,1
id79,id825,1
id397,id154,5
id413,id337,2
id66,id1104,1
id1118,id329,2
id818,id613,1
id780,id616,1
id631,id19,3
id68,id875,3
id1038,id254,1
id330,id343,1
id127,id1085,1
id340,id846,1
id890,id592,2
id79,id114,1
id421,id244,1
id610,id574,1
id744,id83,2
id629,id447,1
id1112,id815,1
id529,id946,1
id1013,id917,1
id328,id716,1
id151,id738,3
id893,id613,1
id524,id498,1
id595,id181,1
id330,id354,1
id1066,id66,1
id43,id361,2
id1078,id926,1
id801,id731,1
id159,id937,2
id443,id121,1
id1067,id812,1
id680,id729,1
id112,id627,1
id978,id173,2
id778,id525,1
id331,id1090,1
id203,id1056,1
id1042,id43,4
id20,id662,4
id413,id474,1
id36,id354,1
id340,id1011,1
id661,id1012,1
id638,id939,1
id979,id442,1
id174,id268,1
id962,id59,1
id40,id47,1
id164,id743,2
id199,id983,1
id363,id712,1
id149,id128,1
id510,id778,1
id589,id245,1
id494,id601,1
id47,id814,1
id982,id975,1
id739,id1054,1
id788,id227,1
id78,id218,1
id1103,id1067,2
id1022,id318,1
id647,id1120,1
id142,id355,1
id49,id911,1
id133,id587,1
id899,id912,1
id917,id993,1
id310,id988,1
id240,id227,1
id196,id93,1
id154,id693,1
id40,id168,1
id59,id428,1
id872,id908,2
id953,id1086,1
id757,id548,1
id50,id98,1
id95,id763,1
id1022,id297,1
id883,id379,1
id746,id971,8
id4,id1098,1
id40,id361,1
id692,id128,1
id413,id893,1
id909,id678,1
id642,id61,1
id20,id814,1
id553,id398,1
id91,id818,1
id364,id652,1
id446,id917,1
id24,id416,1
id360,id216,1
id81,id513,1
id404,id1042,1
id694,id943,1
id397,id42,1
id580,id839,1
id488,id413,1
id293,id806,1
id341,id597,1
id410,id818,1
id789,id921,1
id26,id764,1
id59,id491,1
id997,id46,1
id1103,id103,1
id595,id314,1
id965,id1061,1
id470,id43,1
id825,id466,1
id20,id823,1
id287,id268,1
id64,id737,1
id377,id1089,1
id1048,id709,1
id1036,id43,1
id912,id693,1
id962,id1024,1
id0,id515,1
id890,id174,1
id94,id429,1
id642,id399,1
id702,id62,1
id183,id769,1
id498,id629,1
id8,id963,1
id524,id779,1
id580,id996,1
id354,id764,4
id501,id605,1
id733,id470,1
id215,id1104,2
id818,id434,1
id258,id960,1
id531,id514,1
id1094,id361,2
id447,id83,1
id400,id130,1
id844,id839,2
id133,id325,2
id875,id524,1
id528,id1074,1
id428,id699,1
id5,id5,1
id410,id1100,1
id712,id791,1
id1042,id1058,1
id689,id555,2
id14,id1090,1
id960,id42,1
id819,id1120,1
id886,id673,1
id325,id639,2
id546,id421,1
id585,id741,1
id291,id1089,1
id150,id121,1
id414,id314,1
id91,id682,2
id815,id1072,2
id684,id590,1
id127,id736,1
id81,id978,1
id46,id777,1
id183,id1074,1
id629,id605,1
id890,id899,1
id289,id607,1
id510,id597,1
id941,id267,1
id528,id1103,1
id317,id736,1
id885,id625,1
id821,id354,1
id767,id930,1
id553,id516,1
id1119,id629,1
id443,id797,1
id825,id613,2
id78,id1061,1
